customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03716,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.85,2928.33,No
CUST-03717,Male,1,No,No,64,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.8,2412.78,No
CUST-03718,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,46.62,2749.6,No
CUST-03719,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.21,4330.24,Yes
CUST-03720,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.41,2614.25,No
CUST-03721,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.69,190.83,No
CUST-03722,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.31,3688.06,No
CUST-03723,Female,1,Yes,Yes,25,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),35.14,883.92,No
CUST-03724,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.07,579.57,No
CUST-03725,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),34.77,2154.12,Yes
CUST-03726,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.54,723.88,Yes
CUST-03727,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.18,2097.08,No
CUST-03728,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.93,1770.02,No
CUST-03729,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),89.74,2979.0,No
CUST-03730,Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.79,958.97,Yes
CUST-03731,Female,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),39.67,1991.57,No
CUST-03732,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.43,1402.83,No
CUST-03733,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,59.79,1715.05,No
CUST-03734,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,68.6,977.35,No
CUST-03735,Male,1,No,No,38,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),89.68,3420.69,Yes
CUST-03736,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.55,2010.65,No
CUST-03737,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.16,3503.61,Yes
CUST-03738,Female,1,Yes,No,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,48.68,1541.19,No
CUST-03739,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.7,934.17,No
CUST-03740,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.86,1375.35,No
CUST-03741,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.53,522.94,Yes
CUST-03742,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.25,1885.54,No
CUST-03743,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,91.77,6614.39,No
CUST-03744,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,101.92,5700.43,Yes
CUST-03745,Female,0,Yes,No,67,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.13,2629.45,No
CUST-03746,Male,1,Yes,Yes,57,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,34.85,2004.3,Yes
CUST-03747,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.05,6391.85,No
CUST-03748,Female,1,No,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.55,88.87,Yes
CUST-03749,Female,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.22,833.23,No
CUST-03750,Female,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,50.52,953.78,No
CUST-03751,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.34,4184.64,Yes
CUST-03752,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.95,1048.12,Yes
CUST-03753,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,66.57,4675.39,No
CUST-03754,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.89,2293.24,Yes
CUST-03755,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,106.06,965.54,Yes
CUST-03756,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.3,3402.77,Yes
CUST-03757,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.48,1719.9,No
CUST-03758,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),100.47,2117.44,No
CUST-03759,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),43.77,3156.54,No
CUST-03760,Male,0,No,No,57,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.36,3320.64,No
CUST-03761,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,45.63,2490.48,No
CUST-03762,Female,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,45.28,988.96,No
CUST-03763,Female,1,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,38.92,1880.03,No
CUST-03764,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,48.08,1214.03,No
CUST-03765,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),105.74,4650.12,No
CUST-03766,Female,0,No,No,29,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,25.81,764.1,No
CUST-03767,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,83.15,3670.38,Yes
CUST-03768,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),74.04,4002.87,No
CUST-03769,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),73.44,1702.44,Yes
CUST-03770,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,106.14,0.0,Yes
CUST-03771,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,63.92,449.85,No
CUST-03772,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.21,6015.98,No
CUST-03773,Male,1,Yes,No,70,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.02,4122.59,No
CUST-03774,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),85.66,4268.03,No
CUST-03775,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.12,221.28,Yes
CUST-03776,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.84,2888.31,Yes
CUST-03777,Female,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.38,1028.78,No
CUST-03778,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.16,673.15,Yes
CUST-03779,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.8,946.67,Yes
CUST-03780,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.4,2548.23,No
CUST-03781,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.25,2961.69,No
CUST-03782,Male,0,No,No,63,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),53.66,3368.57,No
CUST-03783,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.18,392.74,No
CUST-03784,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.41,2422.96,Yes
CUST-03785,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.13,1116.97,No
CUST-03786,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.74,417.54,No
CUST-03787,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,71.9,2230.22,No
CUST-03788,Female,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.21,724.78,No
CUST-03789,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.27,165.65,Yes
CUST-03790,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.88,921.48,No
CUST-03791,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.32,2640.35,No
CUST-03792,Male,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.42,1954.39,Yes
CUST-03793,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,86.1,3778.2,No
CUST-03794,Female,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.44,996.71,Yes
CUST-03795,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.41,63.13,No
CUST-03796,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,48.68,1173.04,No
CUST-03797,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.73,103.42,No
CUST-03798,Male,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,47.45,2782.67,No
CUST-03799,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.22,1707.92,Yes
CUST-03800,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),36.03,1203.93,No
CUST-03801,Female,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.73,7402.93,No
CUST-03802,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.12,4133.98,Yes
CUST-03803,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.73,2141.24,Yes
CUST-03804,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.23,1727.97,No
CUST-03805,Female,0,No,No,42,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.72,3091.17,No
CUST-03806,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,84.49,2720.67,No
CUST-03807,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.31,1360.81,Yes
CUST-03808,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.73,698.19,No
CUST-03809,Female,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,80.94,1706.07,No
CUST-03810,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.67,1037.77,No
CUST-03811,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,67.33,940.18,No
CUST-03812,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.48,855.47,No
CUST-03813,Male,1,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.55,5992.94,No
CUST-03814,Male,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,106.65,6070.86,No
CUST-03815,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.32,1244.08,No
CUST-03816,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.88,5635.39,Yes
CUST-03817,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.29,719.02,Yes
CUST-03818,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.21,1210.69,No
CUST-03819,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.81,716.33,Yes
CUST-03820,Male,1,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),42.07,2932.0,No
CUST-03821,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),73.41,883.79,No
CUST-03822,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.34,449.67,Yes
CUST-03823,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.27,2038.6,No
CUST-03824,Female,0,Yes,Yes,17,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,32.27,567.92,No
CUST-03825,Female,0,No,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.31,3624.66,Yes
CUST-03826,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,98.14,2048.89,No
CUST-03827,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.66,1942.08,Yes
CUST-03828,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.44,4274.99,No
CUST-03829,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.54,1948.39,No
CUST-03830,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,77.56,1258.64,Yes
CUST-03831,Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.24,2990.4,Yes
CUST-03832,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,98.92,591.07,Yes
CUST-03833,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.37,411.46,No
CUST-03834,Male,0,No,Yes,71,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.85,5686.56,No
CUST-03835,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.98,122.79,Yes
CUST-03836,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,101.67,2235.13,Yes
CUST-03837,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.4,222.33,Yes
CUST-03838,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.54,1379.64,No
CUST-03839,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.77,391.99,Yes
CUST-03840,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,75.99,1960.82,No
CUST-03841,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.03,2243.06,Yes
CUST-03842,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),92.8,1038.56,Yes
CUST-03843,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,25.78,1323.78,No
CUST-03844,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,69.94,122.76,No
CUST-03845,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,64.2,2197.86,No
CUST-03846,Female,1,Yes,No,22,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,48.54,1057.51,No
CUST-03847,Male,1,Yes,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.77,5063.9,Yes
CUST-03848,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.95,717.59,Yes
CUST-03849,Male,1,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),27.56,925.45,No
CUST-03850,Female,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.7,1871.53,No
CUST-03851,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.53,983.09,Yes
CUST-03852,Male,0,No,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,32.78,1034.43,No
CUST-03853,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,30.42,1228.33,No
CUST-03854,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),54.98,2920.56,No
CUST-03855,Female,1,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.34,2916.36,No
CUST-03856,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.82,5344.77,Yes
CUST-03857,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,82.39,4794.97,No
CUST-03858,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,29.77,1710.28,No
CUST-03859,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,39.5,1725.0,No
CUST-03860,Female,1,Yes,No,67,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),38.57,2569.23,No
CUST-03861,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.99,19.4,No
CUST-03862,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.14,2629.86,No
CUST-03863,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.57,3995.64,Yes
CUST-03864,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.06,609.78,Yes
CUST-03865,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,51.5,3048.82,No
CUST-03866,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,25.73,32.9,No
CUST-03867,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.56,3746.04,No
CUST-03868,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.75,426.53,No
CUST-03869,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.1,1632.13,No
CUST-03870,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,51.58,3093.86,No
CUST-03871,Male,0,Yes,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.59,3103.99,No
CUST-03872,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.92,3265.02,No
CUST-03873,Male,1,Yes,No,66,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),42.52,2801.7,No
CUST-03874,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.88,277.66,No
CUST-03875,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),31.61,524.77,Yes
CUST-03876,Female,1,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.1,245.38,No
CUST-03877,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),32.02,1658.45,No
CUST-03878,Male,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.06,1822.91,No
CUST-03879,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,105.37,7046.92,No
CUST-03880,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,29.04,1092.52,No
CUST-03881,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.77,745.64,Yes
CUST-03882,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,47.9,557.75,No
CUST-03883,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.58,2726.76,No
CUST-03884,Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.64,2182.9,No
CUST-03885,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.37,7022.49,Yes
CUST-03886,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,104.88,5439.26,No
CUST-03887,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.87,5870.52,No
CUST-03888,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,68.62,2343.17,No
CUST-03889,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.85,1451.95,Yes
CUST-03890,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.39,1774.33,No
CUST-03891,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.96,720.6,Yes
